SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT
NZ_CP097229_1,105413,105760,-,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_CP097229_1,105924,106703,-,aadA2,1-780/780,===============,0/0,100,99.87,card,AF156486.1:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.
NZ_CP097229_1,107123,107620,-,dfrA12,1-498/498,===============,0/0,100,100,card,GU585907.1:22103-21605,dfrA12 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae.
NZ_CP097229_1,235898,236371,+,dfrA14,1-474/474,===============,0/0,100,100,card,KF921535.1:617-1091,dfrA14 is an integron-encoded dihydrofolate reductase found in Escherichia coli.
NZ_CP097229_1,243173,244003,-,OXA-1,1-831/831,===============,0/0,100,100,card,JN420336.1:2230-1399,OXA-1 is a beta-lactamase found in E. coli.
NZ_CP097229_1,244134,244721,-,AAC(6')-Ib10,25-612/612,===============,0/0,96.08,99.66,card,U59183.1:247-859,AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.
NZ_CP097229_1,249968,250649,+,QnrB17,1-681/681,========/======,1/1,100,99.12,card,AM919398.1:0-681,QnrB17 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii.
NZ_CP098127_1,99439,100026,+,AAC(6')-Ib10,25-612/612,===============,0/0,96.08,99.66,card,U59183.1:247-859,AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.
NZ_CP098127_1,100123,100575,+,arr-3,1-453/453,===============,0/0,100,100,card,EU675686.1:1956-2409,arr-3 is a plasmid-encoded ribosyltransferase found in Vibrio fluvialis.
NZ_CP098127_1,100798,101145,+,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_CP098127_1,101139,101978,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_CP098127_1,112002,112646,-,QnrB4,1-645/645,===============,0/0,100,100,card,DQ303921.2:3-648,QnrB4 is a plasmid-mediated quinolone resistance protein found in Escherichia coli.
NZ_CP098127_1,116770,117909,-,DHA-1,1-1140/1140,===============,0/0,100,100,card,Y16410.1:986-2126,DHA-1 is a class C beta-lactamase found in Morganella morganii and Salmonella enterica.
NZ_CP098127_1,119486,120325,+,sul1,1-840/840,===============,0/0,100,99.88,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_CP098127_1,170586,171401,+,sul2,1-816/816,===============,0/0,100,99.63,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.
NZ_CP098127_1,171462,172265,+,APH(3'')-Ib,1-804/804,===============,0/0,100,99.88,card,AF313472.2:15593-16397,APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.
NZ_CP098127_1,172265,173101,+,APH(6)-Id,1-837/837,===============,0/0,100,99.88,card,AF024602.1:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.
NZ_CP098127_1,174017,174830,+,APH(3')-Ia,1-814/816,===============,0/0,99.75,99.26,card,BX664015.1:103833-103017,APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic an aminoglycoside phosphotransferase encoded by plasmids transposons and genomic islands in K. pneumoniae A. baumannii S. marcescens Corynebacterium spp. Photobacterium spp. and Citrobacter spp.
NZ_CP098127_1,176585,177831,+,tet(A),1-1247/1275,===============,0/0,97.8,100,card,AF534183.1:2970-4245,TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.
NZ_CP098228_1,14269,15483,-,floR,1-1215/1215,===============,0/0,100,99.75,card,AF231986.2:3307-4522,floR is a plasmid or chromosome-encoded chloramphenicol exporter that is found in Bordetella bronchiseptica Escherichia coli Klebsiella pneumoniae Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 and Vibrio cholerae.
NZ_CP098228_1,25243,26118,-,CTX-M-65,1-876/876,===============,0/0,100,100,card,EF418608.1:9-885,CTX-M-65 is a beta-lactamase found in Escherichia coli.
NZ_CP098228_1,164210,164683,-,dfrA14,1-474/474,===============,0/0,100,100,card,KF921535.1:617-1091,dfrA14 is an integron-encoded dihydrofolate reductase found in Escherichia coli.
NZ_CP098228_1,164758,165549,-,aadA,1-792/792,===============,0/0,100,99.75,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
NZ_CP098228_1,165566,166366,-,OXA-10,1-801/801,===============,0/0,100,100,card,AF205943.1:7511-8312,OXA-10 is a beta-lactamase found in Acinetobacter baumannii and P. aeruginosa.
NZ_CP098228_1,166631,167890,-,cmlA5,1-1260/1260,===============,0/0,100,100,card,AY115475.1:3337-4597,cmlA5 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Escherichia coli.
NZ_CP098228_1,168211,168663,-,arr-2,1-453/453,===============,0/0,100,100,card,AF078527.1:4387-4840,arr-2 is an integron-encoded ribosyltransferase found in Pseudomonas aeruginosa.
NZ_CP098228_1,171676,172332,+,QnrS1,1-657/657,===============,0/0,100,100,card,DQ485529.1:0-657,QnrS1 is a plasmid-mediated quinolone resistance protein found in Shigella flexneri.
NZ_CP098228_1,176912,178158,+,tet(A),1-1247/1275,===============,0/0,97.8,99.92,card,AF534183.1:2970-4245,TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.
NZ_CP098384_1,38686,39465,+,APH(3')-VIa,1-780/780,===============,0/0,100,98.46,card,X07753.1:102-882,APH(3')-VIa is a plasmid-encoded aminoglycoside phosphotransferase in A. baumannii.
NZ_CP098384_1,40743,41555,+,NDM-1,1-813/813,===============,0/0,100,100,card,FN396876.1:3219-2406,NDM-1 is a metallo-beta-lactamase isolated from Klebsiella pneumoniae with nearly complete resistance to all beta-lactam antibiotics.
NZ_CP098384_1,41559,41924,+,BRP(MBL),1-366/366,===============,0/0,100,100,card,KC503911.1:9883-10249,A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.
NZ_CP098384_1,60899,62167,+,tet(A),1-1247/1275,========/======,1/22,97.8,93.22,card,AF534183.1:2970-4245,TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.
NZ_CP098779_1,103149,104387,-,Mrx,1-1239/1239,===============,0/0,100,100,card,AY522923.1:8983-7744,Mrx is part of the macrolide inactivation gene cluster in Aeromonas hydrophila.
NZ_CP098779_1,104384,105289,-,mphA,1-906/906,===============,0/0,100,100,card,D16251.1:2531-1625,The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.
NZ_CP098779_1,106348,107208,+,AAC(3)-IId,1-861/861,===============,0/0,100,99.88,card,EU022314.1:0-861,AAC(3)-IId is a plasmid-encoded aminoglycoside acetyltransferase in E. coli.
NZ_CP098779_1,112180,113040,+,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
NZ_CP098779_1,134642,135529,+,SFO-1,1-888/888,===============,0/0,100,100,card,NG_049982.1:100-988,SFO-1 is a SFO beta-lactamase.
NZ_CP098779_1,232998,233639,+,catII_from_Escherichia_coli_K-12,1-642/642,===============,0/0,100,96.11,card,X53796.1:186-828,catII is a chloramphenicol acetyltransferase. This particular catII is found in E.coli K-12. Confers resistance to chloramphenicol.
NZ_CP098779_1,235251,236435,+,tet(D),1-1185/1185,===============,0/0,100,100,card,AF467077.1:163-1348,TetD is a tetracycline efflux pump found exclusively in Gram-negative bacteria.
NZ_CP098779_1,238970,239830,+,SHV-12,1-861/861,===============,0/0,100,100,card,KF976405.1:7837-8698,SHV-12 is an extended-spectrum beta-lactamase found in Acinetobacter baumannii.
NZ_CP098779_1,244818,245657,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_CP098779_1,247234,248373,+,DHA-1,1-1140/1140,===============,0/0,100,100,card,Y16410.1:986-2126,DHA-1 is a class C beta-lactamase found in Morganella morganii and Salmonella enterica.
NZ_CP098779_1,252497,253141,+,QnrB4,1-645/645,===============,0/0,100,100,card,DQ303921.2:3-648,QnrB4 is a plasmid-mediated quinolone resistance protein found in Escherichia coli.
NZ_CP098779_1,261859,262698,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_CP098779_1,262692,263039,-,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_CP098779_1,263222,264281,-,EreA2,167-1227/1227,.=======/======,2/3,86.31,99.44,card,AF099140.1:136-1363,EreA2 is an integron-encoded erythromycin esterase that hydrolyses the drug's lactone ring. EreA2 is found in Providencia stuartii.
NZ_CP098779_1,265684,266493,-,AAC(3)-IIg,1-810/810,===============,0/0,100,100,card,MT090547.1:0-810,AAC(3)-IIg is part of the AAC(3) family. It was initially found in clinical isolates of Enterobacter cloacae.
NZ_CP098779_1,268578,269159,-,AAC(6')-IIc,1-582/582,===============,0/0,100,100,card,AF162771.1:61-643,AAC(6')-IIc is an aminoglycoside acetyltransferase encoded by plasmids and integrons in E. cloacae.
NZ_CP098832_1,15026,16651,+,MCR-1.1,1-1626/1626,===============,0/0,100,100,card,KP347127.1:22412-24038,MCR-1 is a plasmid-borne phosphoethanolamine transferase that interferes with binding of colistin to the cell membrane via addition of phosphoethanolamine to lipid A resulting reduction in negative charge of the cell membrane.
NZ_CP098832_1,38995,42147,+,oqxB,1-3153/3153,===============,0/0,100,100,card,EU370913.1:47850-51003,RND efflux pump conferring resistance to fluoroquinolone.
NZ_CP098832_1,43645,44466,-,linG,1-822/822,===============,0/0,100,99.76,card,DQ836009.1:1309-2131,linG is an integron-associated gene cassette with aadA2 encoding a lincosomide nucleotidyltransferase found in Salmonella enterica. linG confers resistance to lincosomide antibiotics.
NZ_CP098832_1,44598,45389,-,aadA22,1-792/792,===============,0/0,100,100,card,AM261837.1:73-865,aadA22 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in S. enterica and E. coli.
NZ_CP098832_1,47478,47894,+,FosA3,1-417/417,===============,0/0,100,100,card,JF411006.1:951-1368,An enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule.
NZ_CP098832_1,52146,52891,+,TEM-141,116-861/861,..=============,0/0,86.64,99.87,card,AY956335.1:38-899,TEM-141 is a broad-spectrum beta-lactamase found in Enterobacter cloacae.
NZ_CP098832_1,71061,72275,+,floR,1-1215/1215,===============,0/0,100,99.75,card,AF231986.2:3307-4522,floR is a plasmid or chromosome-encoded chloramphenicol exporter that is found in Bordetella bronchiseptica Escherichia coli Klebsiella pneumoniae Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 and Vibrio cholerae.
NZ_CP098832_1,74776,75591,-,sul2,1-816/816,===============,0/0,100,100,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.
NZ_CP098832_1,80438,81463,-,APH(4)-Ia,1-1026/1026,===============,0/0,100,100,card,V01499.1:230-1256,APH(4)-Ia is a plasmid-encoded aminoglycoside phosphotransferase in E. coli.
NZ_CP098832_1,81692,82468,-,AAC(3)-IVa,1-777/777,===============,0/0,100,99.87,card,DQ241380.1:0-777,AAC(3)-IV is a plasmid-encoded aminoglycoside acetyltransferase in E. coli C. jejuni and P. stutzeri.
NZ_CP098832_1,83397,83984,+,AAC(6')-Ib10,25-612/612,===============,0/0,96.08,99.66,card,U59183.1:247-859,AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.
NZ_CP098832_1,84115,84945,+,OXA-1,1-831/831,===============,0/0,100,100,card,JN420336.1:2230-1399,OXA-1 is a beta-lactamase found in E. coli.
NZ_CP098832_1,85083,85715,+,catB3,1-633/633,===============,0/0,100,100,card,JX101693.1:58200-58833,catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium Acinetobacter baumannii and Escherichia coli.
NZ_CP098832_1,85800,86252,+,arr-3,1-453/453,===============,0/0,100,100,card,EU675686.1:1956-2409,arr-3 is a plasmid-encoded ribosyltransferase found in Vibrio fluvialis.
NZ_CP098832_1,86475,86822,+,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_CP098832_1,86816,87655,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_CP098832_1,91400,92646,+,tet(A),1-1247/1275,===============,0/0,97.8,99.92,card,AF534183.1:2970-4245,TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.
NZ_CP098832_1,113011,113871,+,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
NZ_CP098832_1,114041,114796,+,rmtB,1-756/756,===============,0/0,100,100,card,AM886293.1:116479-117235,RmtB is a 16S rRNA methyltransferase that targets mature or nearly mature 30S subunits. It transfers a methyl group from S-adenosyl-L-methionine to N7-G1405 of the 16S rRNA an aminoglycoside binding site.
NZ_CP098832_1,127259,128164,+,mphA,1-906/906,===============,0/0,100,100,card,D16251.1:2531-1625,The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.
NZ_CP098832_1,128161,129399,+,Mrx,1-1239/1239,===============,0/0,100,100,card,AY522923.1:8983-7744,Mrx is part of the macrolide inactivation gene cluster in Aeromonas hydrophila.
NZ_CP098832_1,131323,132159,-,APH(6)-Id,1-837/837,===============,0/0,100,99.88,card,AF024602.1:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.
